ID,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411D1XP,T,"loc100496267.S, loc100135243.S, loc100135243.L",SBK3,serine threonine-protein kinase SgK110-like,Signal Transduction
ENOG411D1XQ,W,c8g.S,C8G,"Complement component 8, gamma polypeptide",NA
ENOG411D1XZ,T,None,OR2D2,"olfactory receptor, family 2, subfamily D, member 2",Signal Transduction
ENOG411D1Y7,K,None,NA,zinc finger protein 2 homolog (mouse),Transcription
ENOG411D1YC,T,"loc101734771.L, loc100490356.L",NA,Serpentine type 7TM GPCR chemoreceptor Srsx,Signal Transduction
ENOG411D1YD,S,"loc100491594.L, loc100491594.S",NA,ras-related and estrogen-regulated growth inhibitor-like protein-like,Function Unknown
ENOG411D1YE,L,loc100127659.L,NA,AP2Ec,Replication and repair
ENOG411D1YH,T,"Xelaev18036739m.g, loc100495061.S, Xelaev18034384m.g, Xelaev18034397m.g, Xelaev18036751m.g, Xelaev18034376m.g, Xelaev18040217m.g, Xelaev18002093m.g, Xetrov90017428m.L, Xelaev18036748m.g, Xelaev18036736m.g, Xelaev18034383m.g, Xelaev18000267m.g, Xelaev18034391m.g, Xelaev18034373m.g, Xelaev18036750m.g, Xelaev18036735m.g, Xelaev18036744m.g, Xelaev18034382m.g, Xelaev18034404m.g, Xelaev18020153m.g, Xelaev18034402m.g, Xelaev18036745m.g, Xelaev18040213m.g, Xelaev18036747m.g, Xelaev18034405m.g, Xelaev18034394m.g, Xelaev18034393m.g, Xelaev18034374m.g, Xelaev18034395m.g, Xelaev18034399m.g, Xelaev18036742m.g, Xelaev18040212m.g, Xelaev18036734m.g, Xelaev18036743m.g, Xelaev18034381m.g, Xelaev18034387m.g, Xelaev18034392m.g, Xelaev18040219m.g, Xelaev18039256m.g, Xelaev18036749m.g, Xelaev18034388m.g, Xelaev18034386m.g, Xelaev18036741m.g, Xelaev18040209m.g, Xelaev18034398m.g, Xelaev18036738m.g, Xelaev18034378m.g, Xelaev18034390m.g, loc101735091.L, Xelaev18036752m.g, Xelaev18036746m.g, Xelaev18034396m.g, Xelaev18040218m.g, Xelaev18018725m.g, Xelaev18034389m.g, Xelaev18036737m.g, Xelaev18040215m.g, Xelaev18034403m.g, loc100496623.L, Xelaev18034379m.g, Xelaev18036740m.g",NA,Olfactory receptor,Signal Transduction
ENOG411D1YJ,S,Xelaev18043504m.g,NA,KIND,Function Unknown
ENOG411D1YP,K,"hes8.S, hes8.L, hes5.1.S, hes3.1.S, hes5.3.S, hes3.1.L, hes10.L, hes5_X2.L, hes5_X2.S, hes9-1.S, hes5_X1.L, loc733709.S",HES5,hairy and enhancer of split 5 (Drosophila),Transcription
ENOG411D1YQ,S,"c1orf194.S, c1orf194.L",C1orf194,chromosome 1 open reading frame 194,Function Unknown
ENOG411D1YU,T,"pde6d.S, pde6d.L",PDE6D,"Phosphodiesterase 6D, cGMP-specific, rod, delta",Signal Transduction
ENOG411D1YV,S,loc100490935-like.L,C11orf65,chromosome 11 open reading frame 65,Function Unknown
ENOG411D1YZ,K,pmf1.L,PMF1,polyamine-modulated factor 1,Transcription
ENOG411D1Z1,K,scx.L,SCX,Basic helix-loop-helix transcription factor,Transcription
ENOG411D1Z2,K,42Sp43.L,NA,ZnF_C2H2,Transcription
ENOG411D1Z5,A,klhdc3.S,RRP36,ribosomal RNA processing 36 homolog (S. cerevisiae),RNA processing and modification
ENOG411D1Z6,K,"Xetrov90018166m.S, Xetrov90018166m.L, atoh1.L, atoh1.S",ATOH1,atonal homolog 1 (Drosophila),Transcription
ENOG411D1Z7,PT,"Xelaev18003450m.g, Xelaev18037645m.g, Xetrov90030233m.L, Xelaev18004325m.g, Xelaev18008723m.g, Xetrov90022013m.L, loc100493512.1, loc101733922.1, Xelaev18004314m.g, Xelaev18004477m.g, Xelaev18003441m.g, Xelaev18003453m.g, Xelaev18035859m.g, Xetrov90029464m.1, loc100489118.L, Xetrov90028334m.L, Xelaev18008729m.g, Xelaev18030269m.g, Xelaev18035864m.g, Xetrov90021983m.L, Xetrov90026579m.S, Xelaev18028335m.g, Xetrov90000002m.S, Xetrov90026539m.L, Xelaev18004288m.g, Xelaev18003474m.g, Xelaev18008718m.g, Xelaev18004287m.g, Xelaev18004659m.g, Xetrov90022017m.L, Xelaev18003448m.g, loc100495591.L, Xetrov90026512m.L, Xelaev18035870m.g, loc100491698.L, Xelaev18004332m.g, Xetrov90000051m.1, Xelaev18008679m.g, Xelaev18003431m.g, Xelaev18035871m.g, loc100491220.L, Xelaev18028355m.g, Xelaev18003456m.g, loc100491664.L, Xelaev18008725m.g, loc101731893.L, Xelaev18028358m.g, loc101735142.L, Xelaev18003471m.g, Xelaev18030268m.g, Xelaev18003468m.g, Xelaev18008712m.g, Xelaev18004653m.g, loc100492331.L, Xelaev18004094m.g, Xelaev18040176m.g, Xetrov90028320m.L, loc100487044.L, loc100493398.S, Xelaev18004661m.g, Xelaev18003457m.g, Xelaev18004650m.g, Xelaev18028464m.g, Xelaev18004469m.g, Xetrov90018964m.L, Xelaev18030267m.g, Xelaev18040244m.g, Xelaev18000422m.g, Xelaev18003472m.g, Xelaev18004568m.g, Xelaev18003470m.g, Xelaev18028337m.g, Xelaev18004472m.g, loc100493717.L, Xelaev18003434m.g, Xelaev18035853m.g, Xelaev18004636m.g, Xelaev18040232m.g, Xelaev18004088m.g, Xelaev18003463m.g, Xetrov90021975m.L, Xelaev18004932m.g, Xelaev18030273m.g, Xetrov90029445m.1, Xelaev18030275m.g, Xelaev18004942m.g, Xelaev18008694m.g, Xetrov90029442m.1, Xelaev18008696m.g, Xetrov90029625m.L, loc100493398.L, Xelaev18004473m.g, loc100497717.S, loc100487264.1, loc100491240.S, Xelaev18035858m.g, Xetrov90030600m.L, loc683510.L, Xetrov90021986m.L, Xelaev18035865m.g, Xelaev18040233m.g, Xelaev18016525m.g, Xelaev18004090m.g, Xelaev18003462m.g, Xelaev18040168m.g, Xelaev18003668m.g, Xetrov90030235m.1, Xelaev18003460m.g, Xetrov90028318m.L, Xelaev18028356m.g, Xelaev18004640m.g, Xelaev18000441m.g, Xelaev18003670m.g, Xelaev18008701m.g, eg435916.2.L, Xelaev18003432m.g, Xelaev18004652m.g, Xelaev18002922m.g, Xelaev18003443m.g, Xelaev18004320m.g, Xelaev18028336m.g, Xelaev18004644m.g, Xelaev18035856m.g, Xelaev18040166m.g, Xetrov90021991m.S, Xelaev18004655m.g, Xelaev18004324m.g, loc101734788.S, Xetrov90030919m.1, Xetrov90027276m.1, Xelaev18004095m.g, Xelaev18008681m.g, Xetrov90000030m.L, Xelaev18008724m.g, Xelaev18004629m.g, Xelaev18004316m.g, Xelaev18004093m.g, loc101732942.L, Xetrov90029631m.S, Xelaev18003442m.g, Xelaev18003475m.g, Xelaev18004638m.g, loc101731499.S, Xelaev18004946m.g, Xelaev18004465m.g, Xetrov90022011m.L, loc100498444.L, Xelaev18008687m.g, Xelaev18030276m.g, Xelaev18008706m.g, loc101733486.S, Xelaev18004642m.g, Xelaev18008705m.g, Xelaev18035861m.g, Xelaev18028463m.g, Xelaev18035873m.g, Xelaev18000273m.g, Xelaev18008691m.g, Xelaev18004322m.g, Xelaev18040242m.g, Xelaev18035857m.g, Xelaev18004645m.g, Xelaev18008699m.g, Xelaev18004086m.g, loc100489855.L, Xetrov90000011m.1, Xelaev18003476m.g, Xelaev18008726m.g, Xelaev18037648m.g, loc101731499.L, Xetrov90026587m.S, loc101734852.S, Xelaev18003674m.g, Xelaev18004654m.g, loc101734741.S, Xelaev18008711m.g, Xelaev18004651m.g, Xetrov90028029m.S, Xelaev18040278m.g, Xelaev18008721m.g, Xelaev18004099m.g, Xelaev18035855m.g, Xelaev18003455m.g, Xelaev18003452m.g, Xelaev18038943m.g, Xelaev18003433m.g, Xelaev18004297m.g, Xelaev18035866m.g, loc100486731.L, Xelaev18004479m.g, Xetrov90000106m.S, Xelaev18000274m.g, Xelaev18035867m.g, Xelaev18003477m.g, Xelaev18003478m.g, Xelaev18004330m.g, Xelaev18003473m.g, Xelaev18035854m.g, Xelaev18004290m.g, Xelaev18004637m.g, loc100486573.L, Xelaev18008700m.g, Xelaev18004085m.g, Xelaev18004952m.g, Xelaev18004951m.g, Xelaev18030260m.g, Xelaev18016568m.g, Xelaev18000275m.g, Xetrov90000015m.1, Xelaev18008713m.g, Xelaev18004313m.g, Xelaev18040243m.g, Xelaev18035869m.g, Xelaev18003673m.g, Xelaev18004474m.g, Xetrov90029469m.S, Xelaev18004097m.g, Xelaev18004475m.g, Xelaev18004955m.g, loc100494572.L, Xelaev18008686m.g, Xelaev18008703m.g, Xelaev18004321m.g, eg435916.1.L, Xelaev18004291m.g, Xelaev18004466m.g, loc100488126.1, Xelaev18003229m.g, Xelaev18008707m.g, loc101731950.L, Xelaev18004091m.g, Xelaev18004660m.g, Xetrov90021991m.L, Xetrov90028334m.S, Xelaev18008698m.g, Xetrov90026472m.S, Xelaev18004628m.g, Xelaev18004662m.g, Xelaev18028354m.g, Xetrov90000036m.L, Xetrov90000026m.S, Xetrov90027025m.L, Xelaev18008730m.g, Xelaev18008720m.g, Xetrov90021909m.L, Xelaev18003445m.g, Xelaev18003435m.g, loc101734033.1, Xelaev18040175m.g, Xelaev18003667m.g, Xelaev18004294m.g, Xetrov90000097m.1, Xelaev18004481m.g, Xelaev18037646m.g, Xelaev18004329m.g, Xelaev18008683m.g, Xelaev18008680m.g, Xelaev18030259m.g, Xelaev18004327m.g, Xelaev18028466m.g, Xelaev18040231m.g, Xetrov90028321m.L, loc100494513.L, Xelaev18003467m.g, Xelaev18004945m.g, loc101732028.L, Xelaev18003465m.g, Xelaev18004084m.g, Xelaev18004463m.g, Xelaev18003464m.g, Xelaev18004643m.g, Xelaev18008728m.g, Xelaev18004292m.g, Xelaev18003446m.g, Xelaev18028345m.g, loc100491240.L, Xelaev18004326m.g, Xelaev18016526m.g, Xetrov90027017m.S, Xelaev18004954m.g, Xetrov90000075m.L, Xelaev18030266m.g, Xelaev18004089m.g, loc100490894.S, Xetrov90018946m.L, Xetrov90028612m.1, Xelaev18008716m.g, Xelaev18035863m.g, Xelaev18008692m.g, Xetrov90000002m.1, Xetrov90000101m.L, Xelaev18004649m.g, Xetrov90000066m.1, Xelaev18008697m.g, Xetrov90000017m.L, Xetrov90030004m.L, Xelaev18040277m.g, loc100486303.S",NA,Nine Cysteines Domain of family 3 GPCR,NA
ENOG411D1ZA,S,Xetrov90025787m.L,NA,NA,Function Unknown
ENOG411D1ZC,O,"ate1.S, ate1.L",ATE1,Involved in the post-translational conjugation of arginine to the N-terminal aspartate or glutamate of a protein. This arginylation is required for degradation of the protein via the ubiquitin pathway. Does not arginylate cysteine residues (By similarity),Post-translational modification
ENOG411D1ZD,T,None,NA,RhoGEF domain,Signal Transduction
ENOG411D1ZF,S,tmem27.L,CLTRN,Transmembrane protein 27,Function Unknown
ENOG411D1ZI,K,tefm.L,TEFM,"Transcription elongation factor, mitochondrial",Transcription
ENOG411D1ZX,S,syce2.L,SYCE2,synaptonemal complex central element protein 2,Function Unknown
ENOG411D200,Z,loc100485050.S,SYCE1,Synaptonemal complex central element protein 1,Cytoskeleton
ENOG411D205,DY,"lmnb3.L, lmnb3.S",NA,K07611 lamin B,NA
ENOG411D206,T,NA,NA,"wingless-type MMTV integration site family, member 7B",Signal Transduction
ENOG411D207,O,"loc100486305.1.L, loc100496812.L",NA,Inherit from KOG: fibronectin type III,Post-translational modification
ENOG411D208,S,"aicda.L, aicda.S",AICDA,activation-induced cytidine deaminase,Function Unknown
ENOG411D209,K,NA,NA,forkhead box D4-like 1,Transcription
ENOG411D20B,S,"Xetrov90002034m.L, Xelaev18031444m.g, Xelaev18031697m.g, Xelaev18006298m.g, Xelaev18032378m.g, Xelaev18014804m.g, Xelaev18035521m.g, Xelaev18006429m.g, Xelaev18005362m.g",NA,Inherit from biNOG: zinc finger,Function Unknown
ENOG411D20C,S,"rd3l.S, rd3l.L",RD3L,retinal degeneration 3-like,Function Unknown
ENOG411D20I,S,"loc100493862-like.S, loc100493862-like.1",NA,NA,Function Unknown
ENOG411D20K,Z,loc100488540.L,NA,"protein 2 3 complex, subunit",Cytoskeleton
ENOG411D20R,C,ndufaf2.L,NDUFAF2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2",Energy production and conversion
ENOG411D20S,E,"Xelaev18022560m.g, Xelaev18022556m.g, Xelaev18022559m.g",GCSH,glycine cleavage system protein H (aminomethyl carrier),Amino Acid metabolis and transport
ENOG411D20T,Q,MGC147117.L,NA,short chain dehydrogenase,Secondary Structure
ENOG411D20U,T,arfip2.S,NA,ADP-ribosylation factor interacting protein,Signal Transduction
ENOG411D20Y,S,"tnfsf12.S, Xelaev18019339m.g",TNFSF12,Tumor necrosis factor (Ligand) superfamily member,Function Unknown
ENOG411D212,S,"loc100488368.S, loc100488368.L",NA,fibronectin type-III domain-containing protein,Function Unknown
ENOG411D218,K,"siva1.S, siva1.L",SIVA1,"SIVA1, apoptosis-inducing factor",Transcription
ENOG411D21B,O,"spaca5-like.1.L, spaca5-like.1.S, MGC89221.S, MGC89221.L",SPACA5; SPACA5B,Sperm acrosome associated 5,Post-translational modification
ENOG411D21C,U,NA,"HLA-DMB, NA","HLA class II histocompatibility antigen, DM beta",Intracellular trafficing and secretion
ENOG411D21T,S,NA,SMAP,chromosome 11 open reading frame 58,Function Unknown
ENOG411D21X,CG,loc101734175.L,NA,UDP-glucoronosyl and UDP-glucosyl transferase,NA
ENOG411D222,K,NA,NA,KRAB box,Transcription
ENOG411D223,S,"Xelaev18032556m.g, Xelaev18032478m.g, Xelaev18032443m.g, Xelaev18034070m.g, Xetrov90017259m.L, ptx.S, Xelaev18034122m.g, Xelaev18032483m.g, loc101730807.L, loc100145533.S",NA,F5/8 type C domain,Function Unknown
ENOG411D226,T,"loc100490436.L, loc100490436.S",NA,K04256 c-opsin,Signal Transduction
ENOG411D227,T,crhr1.1.S,NA,parathyroid hormone parathyroid hormone-related peptide receptor-like,Signal Transduction
ENOG411D229,U,NA,IMMP2L,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),Intracellular trafficing and secretion
ENOG411D22F,S,"c17orf105.S, c17orf105.L",CFAP97D1,chromosome 17 open reading frame 105,Function Unknown
ENOG411D22G,S,"c12orf45.L, c12orf45.S",C12orf45,Chromosome 12 open reading frame 45,Function Unknown
ENOG411D22Q,W,prnp.L,PRNP,May play a role in neuronal development and synaptic plasticity. May be required for neuronal myelin sheath maintenance. May play a role in iron uptake and iron homeostasis. Soluble oligomers are toxic to cultured neuroblastoma cells and induce apoptosis (in vitro). Association with GPC1 (via its heparan sulfate chains) targets PRNP to lipid rafts. Also provides Cu(2 ) or ZN(2 ) for the ascorbate-mediated GPC1 deaminase degradation of its heparan sulfate side chains (By similarity),NA
ENOG411D22R,S,NA,NA,FBOX,Function Unknown
ENOG411D22T,K,neurog1.L,NEUROG1,Neurogenin 1,Transcription
ENOG411D22U,V,loc100490857.L,NA,"Dual specificity phosphatase, catalytic domain",NA
ENOG411D230,O,"gstp1.L, loc101730710.L",GSTP1,"Glutathione S-transferase, pi 1",Post-translational modification
ENOG411D239,K,"ventx1.2.S, ventx1.1.S, ventx1.2.L",NA,homeobox,Transcription
ENOG411D23B,T,"Xelaev18028352m.g, Xelaev18030265m.g, Xetrov90009332m.L, Xelaev18028349m.g, Xelaev18040237m.g, Xelaev18028351m.g",NA,Olfactory receptor,Signal Transduction
ENOG411D23I,K,None,"ZNF845, ZNF658, ZNF214, ZNF16",zinc finger protein 214,Transcription
ENOG411D23M,O,loc100485856.L,NA,Sulfotransferase domain,Post-translational modification
ENOG411D23N,S,ttc9c.L,TTC9C,Tetratricopeptide repeat domain 9C,Function Unknown
ENOG411D23R,I,"loc100135382.L, loc100135382.S",NA,acidPPc,Lipid metabolism
ENOG411D240,S,loc734029.L,NA,Protein of unknown function (DUF455),Function Unknown
ENOG411D241,S,tmem35.L,TMEM35A,transmembrane protein 35,Function Unknown
ENOG411D243,S,loc100145332.L,NA,Ras-related and estrogen-regulated growth inhibitor-like,Function Unknown
ENOG411D24B,O,loc100145345.L,NA,Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain,Post-translational modification
ENOG411D24E,S,"loc100137715.L, loc100137715.S, loc100487810.L, Xelaev18030489m.g, Xelaev18030484m.g, loc100496812.1.L, Xelaev18030480m.g, Xelaev18030481m.g, loc100485553.L, loc100487810.S, loc100491922-like.S",NA,Septin,Function Unknown
ENOG411D24K,C,Xetrov90004185m.L,NA,PHB,Energy production and conversion
ENOG411D24Q,S,loc100486952-like.L,NA,NA,Function Unknown
ENOG411D24U,T,Xelaev18040996m.g,NA,RhoGEF,Signal Transduction
ENOG411D24W,K,znf329.S,ZFP92,zinc finger protein 92,Transcription
ENOG411D251,O,mgst1.L,MGST1,Microsomal glutathione S-transferase 1,Post-translational modification
ENOG411D257,T,None,NA,Olfactory receptor,Signal Transduction
ENOG411D259,P,NA,NA,Sodium/calcium exchanger protein,Inorganic ion transport and metabolism
ENOG411D25A,S,None,NGRN,"Neugrin, neurite outgrowth associated",Function Unknown
ENOG411D25B,U,sft2d1.S,SFT2D1,SFT2 domain containing 1,Intracellular trafficing and secretion
ENOG411D25D,T,ncald.L,NCALD,neurocalcin delta,Signal Transduction
ENOG411D25K,K,"grinl1a.S, grinl1a.L","POLR2M, GCOM2",polymerase (RNA) II (DNA directed) polypeptide M,Transcription
ENOG411D25M,S,"gtdc1.S, gtdc1.L",GTDC1,glycosyltransferase-like domain containing 1,Function Unknown
ENOG411D25Y,K,loc101733496-like.L,CREB3L3,cAMP responsive element binding protein 3-like 3,Transcription
ENOG411D26C,T,mapk12-like.1.S,NA,Protein tyrosine kinase,Signal Transduction
ENOG411D26D,I,"acss2.1.L, loc100492069.L, loc100492069.S",ACSS2,Pfam:DUF3448,Lipid metabolism
ENOG411D26E,Z,NA,NA,Cardiac muscle myosin heavy chain 6 alpha,Cytoskeleton
ENOG411D26I,S,tmem205.L,TMEM205,Transmembrane protein 205,Function Unknown
ENOG411D26M,P,chac1.L,CHAC1,"ChaC, cation transport regulator homolog 1 (E. coli)",Inorganic ion transport and metabolism
ENOG411D26Z,E,loc100493771-like.L,NA,Gamma-glutamyltranspeptidase,Amino Acid metabolis and transport
ENOG411D270,K,"rita1.L, rita1.S",RITA1,Chromosome 12 open reading frame 52,Transcription
ENOG411D273,K,loc100492687.L,ZNF571,Zinc finger protein,Transcription
ENOG411D27A,U,"loc100486889.L, loc100486730.S, loc100486730.L, loc100486572.L, loc100486572.S, gkn1.2.S, gkn1.2.L, gkn1.L, loc100486889.S, gkn1.S",GKN1,Gastrokine 1,Intracellular trafficing and secretion
ENOG411D27D,T,"loc105947356.L, loc100485723.L",NA,Serpentine type 7TM GPCR chemoreceptor Srsx,Signal Transduction
ENOG411D27G,J,None,NA,GPR1/FUN34/yaaH family,Tranlsation
ENOG411D27J,S,Xelaev18007665m.g,NA,antigen binding,Function Unknown
ENOG411D280,T,"Xelaev18035513m.g, Xelaev18037438m.g, loc100496716.S, loc100496716.L",IL18,interleukin 18 (interferon-gamma-inducing factor),Signal Transduction
ENOG411D281,O,mkrn3.S,NA,"Zinc finger, C3HC4 type (RING finger)",Post-translational modification
ENOG411D28B,MPT,loc100492885.L,NA,Ankyrin repeat,NA
ENOG411D28D,S,loc100491184-like.L,C11orf24,Chromosome 11 open reading frame 24,Function Unknown
ENOG411D28F,O,loc100127651.L,NA,RING finger protein 145-like,Post-translational modification
ENOG411D28G,U,tomm20.S,TOMM20,translocase of outer mitochondrial membrane 20 homolog (yeast),Intracellular trafficing and secretion
ENOG411D28K,C,"ndufs4.L, ndufs4.S",NDUFS4,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)",Energy production and conversion
ENOG411D28W,K,med1.L,NA,Mediator of RNA polymerase II transcription subunit 1,Transcription
ENOG411D28Z,T,"rtbdn.S, rtbdn.L, folr4.L",NA,Folate receptor family,Signal Transduction
ENOG411D29B,T,"ereg.L, ereg.S",EREG,Epiregulin,Signal Transduction
ENOG411D29H,S,loc101733400.L,NA,Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin),Function Unknown
ENOG411D29I,S,None,TRO,Trophinin,Function Unknown
ENOG411D29N,O,"Xelaev18021890m.g, loc100491451.L, Xelaev18021892m.g, Xelaev18021894m.g, Xetrov90021948m.L, loc100496745.L, loc100492493.S, loc100491886.L, loc100495416.S, Xelaev18021891m.g, syt13.S, loc100492324.L",NA,embryonic protein UVS.2-like,Post-translational modification
ENOG411D29R,T,"Xetrov90020511m.L, Xetrov90020511m.S",NA,IG,Signal Transduction
ENOG411D29S,U,"loc100494194.L, loc100494194.S",NA,SNARE domain,Intracellular trafficing and secretion
ENOG411D29U,T,"loc101730890-like.L, loc101730890-like.S",AKAP5,A kinase (PRKA) anchor protein 5,Signal Transduction
ENOG411D29Y,J,Xelaev18019332m.g,NA,eukaryotic translation initiation factor 4E,Tranlsation
ENOG411D29Z,K,"hes6.2.S, hes6.2.L",NA,Hairy and enhancer of split 6,Transcription
ENOG411D2A1,T,"lsp1.L, lsp1.S",LSP1,Lymphocyte-specific protein 1,Signal Transduction
ENOG411D2AE,S,"loc100494762.S, loc100494762.L",NA,"One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell (By similarity)",Function Unknown
ENOG411D2AV,PT,loc101734375.L,NA,ANK,NA
ENOG411D2AW,S,"cnpy1.L, cnpy1.S",NA,canopy 1 homolog,Function Unknown
ENOG411D2AZ,T,"loc100497102-like.S, loc100497102-like.L",NA,Caspase domain,Signal Transduction
ENOG411D2B1,S,"glipr2.L, Xelaev18041426m.g, glipr2.S",NA,SCP,Function Unknown
ENOG411D2BD,I,"crat.2.L, crat.2.S",NA,Choline/Carnitine o-acyltransferase,Lipid metabolism
ENOG411D2BE,T,NA,NA,RhoGAP domain,Signal Transduction
ENOG411D2BH,U,mras.S,NA,"RAB5B, member RAS oncogene family",Intracellular trafficing and secretion
ENOG411D2BK,H,loc100145496.L,NA,Flavin containing amine oxidoreductase,Coenzyme metabolis
ENOG411D2BP,S,pqlc3.L,PQLC3,PQ loop repeat containing 3,Function Unknown
ENOG411D2BR,T,guca1b-like.S,NA,Pfam:efhand,Signal Transduction
ENOG411D2BW,F,aprt.L,APRT,adenine phosphoribosyltransferase,Nucleotide metabolism and transport
ENOG411D2BX,H,rfk.L,RFK,riboflavin kinase,Coenzyme metabolis
ENOG411D2C4,S,cdca7-like.1.L,NA,Zinc-finger domain of monoamine-oxidase A repressor R1,Function Unknown
ENOG411D2C7,PT,loc100496766.L,NA,extracellular calcium-sensing receptor-like,NA
ENOG411D2CE,K,"foxq1.L, foxq1.S",FOXQ1,forkhead box Q1,Transcription
ENOG411D2CK,U,bicd2-like.1.L,NA,bicaudal D homolog,Intracellular trafficing and secretion
ENOG411D2CN,K,None,ZNF134,Zinc finger protein 134,Transcription
